"Title","Desc","Type","BodyPart","Equipment","Level","Rating","RatingDesc","Title_Original","BodyPart_Original","Equipment_Original","HasRating","RatingCategory","ComplexityScore","DescLength","ShortDesc"
"Elevated Cable Rows","The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.","Strength","Back","Cable","Beginner",8.3,"Average","Elevated Cable Rows","Lats","Cable",TRUE,"Bardzo dobre (8.0-8.9)",1.5,381,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi)..."
"Kneeling lat pull-down","The kneeling lat pull-down is a variation of the lat pull-down exercise performed with the knees on the ground rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.","Strength","Back","Cable","Intermediate",7.9,"Average","Kneeling lat pull-down","Lats","Cable",TRUE,"Dobre (7.0-7.9)",2.5,309,"The kneeling lat pull-down is a variation of the lat pull-down exercise performed with the knees on the ground rather th..."
"Behind-the-neck pull-down","The behind-the-neck pull-down is a cable exercise intended to target the muscles of the upper and middle back. If you have the requisite shoulder mobility, it can help you target the upper back muscles, including the trapezius and rhomboids, as well as the lats (latissimus dorsi). It is popular among elite bodybuilders and physique athletes, but some coaches consider it unsafe to the shoulder joint, particularly for people with existing shoulder problems.","Strength","Back","Cable","Intermediate",7.1,"Average","Behind-the-neck pull-down","Lats","Cable",TRUE,"Dobre (7.0-7.9)",2.5,459,"The behind-the-neck pull-down is a cable exercise intended to target the muscles of the upper and middle back. If you ha..."
"Straight-arm cable pull-over","The straight-arm cable pull-over is an exercise that focuses on the muscles of the lats (latissimus dorsi) and chest using a cable stack and a flat bench. It is most commonly used for higher reps, such as 10-15 or more, in muscle-building workouts. It is also an effective substitute for dumbbell pull-overs or a pull-over machine, if you don't have access to them or they aggravate your shoulders.","Strength","Back","Cable","Intermediate",NA,"","Straight-arm cable pull-over","Lats","Cable",FALSE,"Nie oceniono",2.5,398,"The straight-arm cable pull-over is an exercise that focuses on the muscles of the lats (latissimus dorsi) and chest usi..."
"Straight-Arm Pulldown - Gethin Variation","The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.","Strength","Back","Cable","Intermediate",NA,"","Cable Straight-Arm Pulldown - Gethin Variation","Lats","Cable",FALSE,"Nie oceniono",2.5,498,"The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. I..."
"Rope Lat Pull-down - Gethin Variation","The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.","Strength","Back","Cable","Intermediate",NA,"","Rope Lat Pull-down - Gethin Variation","Lats","Cable",FALSE,"Nie oceniono",2.5,276,"The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms ar..."
"Straight-Arm Pull-Down - Gethin Variation","The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.","Strength","Back","Cable","Intermediate",NA,"","Straight-Arm Pull-Down - Gethin Variation","Lats","Cable",FALSE,"Nie oceniono",2.5,498,"The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. I..."
"High-cable standing row","The high-cable standing row is an exercise targeting the lats. The high position allows for more engagement of the upper back, as well, specifically the rhomboids and teres major.","Strength","Back","Cable","Intermediate",NA,"","High-cable standing row","Lats","Cable",FALSE,"Nie oceniono",2.5,179,"The high-cable standing row is an exercise targeting the lats. The high position allows for more engagement of the upper..."
"Lat Pull-down - Gethin Variation","The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.","Strength","Back","Cable","Intermediate",NA,"","Lat Pull-down - Gethin Variation","Lats","Cable",FALSE,"Nie oceniono",2.5,236,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is eas..."
"Wide-Grip Lat Pull-Down - Gethin Variation","The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.","Strength","Back","Cable","Intermediate",NA,"","Wide-Grip Lat Pull-Down - Gethin Variation","Lats","Cable",FALSE,"Nie oceniono",2.5,236,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is eas..."
"Behind-The-Neck Pull-Down - Gethin Variation","The behind-the-neck pull-down is a cable exercise intended to target the muscles of the upper and middle back. If you have the requisite shoulder mobility, it can help you targets the upper back muscles, including the trapezius and rhomboids, as well as the lats (latissimus dorsi). It is popular among elite bodybuilders and physique athletes, but some coaches consider it unsafe to the shoulder joint, in particular to people with existing shoulder problems.","Strength","Back","Cable","Intermediate",NA,"","Behind-The-Neck Pull-Down - Gethin Variation","Lats","Cable",FALSE,"Nie oceniono",2.5,460,"The behind-the-neck pull-down is a cable exercise intended to target the muscles of the upper and middle back. If you ha..."
"Single-Arm Cable Row - Gethin Variation","The single-arm cable seated row is a version of the cable row movement that train the muscles of the upper back one side at a time. It targets a wide range of muscles including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, as well as the biceps. The single-arm row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.","Strength","Back","Cable","Intermediate",NA,"","Single-Arm Cable Row - Gethin Variation","Lats","Cable",FALSE,"Nie oceniono",2.5,425,"The single-arm cable seated row is a version of the cable row movement that train the muscles of the upper back one side..."
"AM Close-Grip Pull-Down","The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.","Strength","Back","Cable","Intermediate",NA,"","AM Close-Grip Pull-Down","Lats","Cable",FALSE,"Nie oceniono",2.5,276,"The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms ar..."
"AM Wide-Grip Pull-Down","The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.","Strength","Back","Cable","Intermediate",NA,"","AM Wide-Grip Pull-Down","Lats","Cable",FALSE,"Nie oceniono",2.5,236,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is eas..."
